Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-kudi,branch-kc99,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Context,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: colour_blindness,Store: particpant_age
1,1770200208282,04/02/2026 10:16:48,1770200208282,0,04/02/2026 10:16:48,249847,7,questionnaire-524p,,52345302,BLINDED,15036994,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 18.7.2,393x852,393x663,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770200215770,04/02/2026 10:16:55,1770200215770,0,04/02/2026 10:16:55,249847,7,questionnaire-524p,,52345302,BLINDED,15036994,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 18.7.2,393x852,393x663,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,30,,,,Age,1,object-2,No,30
9,1770200215770,04/02/2026 10:16:55,1770200215770,0,04/02/2026 10:16:55,249847,7,questionnaire-524p,,52345302,BLINDED,15036994,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 18.7.2,393x852,393x663,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,30
10,1770200215770,04/02/2026 10:16:55,1770200215770,0,04/02/2026 10:16:55,249847,7,questionnaire-524p,,52345302,BLINDED,15036994,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 18.7.2,393x852,393x663,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,30
11,1770200215770,04/02/2026 10:16:55,1770200215770,0,04/02/2026 10:16:55,249847,7,questionnaire-524p,,52345302,BLINDED,15036994,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 18.7.2,393x852,393x663,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,30
12,1770200215770,04/02/2026 10:16:55,1770200215770,0,04/02/2026 10:16:55,249847,7,questionnaire-524p,,52345302,BLINDED,15036994,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 18.7.2,393x852,393x663,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,30
13,1770200215770,04/02/2026 10:16:55,1770200215770,0,04/02/2026 10:16:55,249847,7,questionnaire-524p,,52345302,BLINDED,15036994,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 18.7.2,393x852,393x663,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,7457,,,,,,
1,1770200416131,04/02/2026 10:20:16,1770200416131,0,04/02/2026 10:20:16,249847,7,questionnaire-524p,,52345468,BLINDED,15037047,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770200428886,04/02/2026 10:20:28,1770200428886,0,04/02/2026 10:20:28,249847,7,questionnaire-524p,,52345468,BLINDED,15037047,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,20,,,,Age,1,object-2,No,20
9,1770200428886,04/02/2026 10:20:28,1770200428886,0,04/02/2026 10:20:28,249847,7,questionnaire-524p,,52345468,BLINDED,15037047,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
10,1770200428886,04/02/2026 10:20:28,1770200428886,0,04/02/2026 10:20:28,249847,7,questionnaire-524p,,52345468,BLINDED,15037047,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
11,1770200428886,04/02/2026 10:20:28,1770200428886,0,04/02/2026 10:20:28,249847,7,questionnaire-524p,,52345468,BLINDED,15037047,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,20
12,1770200428887,04/02/2026 10:20:28,1770200428887,0,04/02/2026 10:20:28,249847,7,questionnaire-524p,,52345468,BLINDED,15037047,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,20
13,1770200428887,04/02/2026 10:20:28,1770200428887,0,04/02/2026 10:20:28,249847,7,questionnaire-524p,,52345468,BLINDED,15037047,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x645,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,12707,,,,,,
1,1770201115182,04/02/2026 10:31:55,1770201115182,0,04/02/2026 10:31:55,249847,7,questionnaire-524p,,52346003,BLINDED,15037225,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x649,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
11,1770201149589,04/02/2026 10:32:29,1770201149589,0,04/02/2026 10:32:29,249847,7,questionnaire-524p,,52346003,BLINDED,15037225,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x649,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,54,,,,Age,1,object-2,No,54
12,1770201149589,04/02/2026 10:32:29,1770201149589,0,04/02/2026 10:32:29,249847,7,questionnaire-524p,,52346003,BLINDED,15037225,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x649,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,54
13,1770201149590,04/02/2026 10:32:29,1770201149590,0,04/02/2026 10:32:29,249847,7,questionnaire-524p,,52346003,BLINDED,15037225,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x649,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,54
14,1770201149590,04/02/2026 10:32:29,1770201149590,0,04/02/2026 10:32:29,249847,7,questionnaire-524p,,52346003,BLINDED,15037225,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x649,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,54
15,1770201149590,04/02/2026 10:32:29,1770201149590,0,04/02/2026 10:32:29,249847,7,questionnaire-524p,,52346003,BLINDED,15037225,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x649,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,54
16,1770201149591,04/02/2026 10:32:29,1770201149591,0,04/02/2026 10:32:29,249847,7,questionnaire-524p,,52346003,BLINDED,15037225,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,360x780,360x649,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,34345,,,,,,
1,1770202231412,04/02/2026 10:50:31,1770202231412,8,04/02/2026 18:50:31,249847,7,questionnaire-524p,,52346888,BLINDED,15037433,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,402x874,402x678,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770202254921,04/02/2026 10:50:54,1770202254921,8,04/02/2026 18:50:54,249847,7,questionnaire-524p,,52346888,BLINDED,15037433,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,402x874,402x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,27,,,,Age,1,object-2,No,27
9,1770202254921,04/02/2026 10:50:54,1770202254921,8,04/02/2026 18:50:54,249847,7,questionnaire-524p,,52346888,BLINDED,15037433,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,402x874,402x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,27
10,1770202254921,04/02/2026 10:50:54,1770202254921,8,04/02/2026 18:50:54,249847,7,questionnaire-524p,,52346888,BLINDED,15037433,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,402x874,402x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,27
11,1770202254921,04/02/2026 10:50:54,1770202254921,8,04/02/2026 18:50:54,249847,7,questionnaire-524p,,52346888,BLINDED,15037433,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,402x874,402x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,27
12,1770202254921,04/02/2026 10:50:54,1770202254921,8,04/02/2026 18:50:54,249847,7,questionnaire-524p,,52346888,BLINDED,15037433,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,402x874,402x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,27
13,1770202254921,04/02/2026 10:50:54,1770202254921,8,04/02/2026 18:50:54,249847,7,questionnaire-524p,,52346888,BLINDED,15037433,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,402x874,402x678,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,23471,,,,,,
1,1770204495238,04/02/2026 11:28:15,1770204495238,0,04/02/2026 11:28:15,249847,7,questionnaire-524p,,52348645,BLINDED,15038021,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1280x800,1272x674,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770204514856,04/02/2026 11:28:34,1770204514856,0,04/02/2026 11:28:34,249847,7,questionnaire-524p,,52348645,BLINDED,15038021,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1280x800,1272x674,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,53,,,,Age,1,object-2,No,53
9,1770204514856,04/02/2026 11:28:34,1770204514856,0,04/02/2026 11:28:34,249847,7,questionnaire-524p,,52348645,BLINDED,15038021,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1280x800,1272x674,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,53
10,1770204514857,04/02/2026 11:28:34,1770204514857,0,04/02/2026 11:28:34,249847,7,questionnaire-524p,,52348645,BLINDED,15038021,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1280x800,1272x674,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,53
11,1770204514857,04/02/2026 11:28:34,1770204514857,0,04/02/2026 11:28:34,249847,7,questionnaire-524p,,52348645,BLINDED,15038021,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1280x800,1272x674,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,53
12,1770204514858,04/02/2026 11:28:34,1770204514858,0,04/02/2026 11:28:34,249847,7,questionnaire-524p,,52348645,BLINDED,15038021,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1280x800,1272x674,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,53
13,1770204514858,04/02/2026 11:28:34,1770204514858,0,04/02/2026 11:28:34,249847,7,questionnaire-524p,,52348645,BLINDED,15038021,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1280x800,1272x674,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,19582,,,,,,
1,1770204641687,04/02/2026 11:30:41,1770204641687,8,04/02/2026 19:30:41,249847,7,questionnaire-524p,,52348786,BLINDED,15038212,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770204651217,04/02/2026 11:30:51,1770204651217,8,04/02/2026 19:30:51,249847,7,questionnaire-524p,,52348786,BLINDED,15038212,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,31,,,,Age,1,object-2,No,31
9,1770204651217,04/02/2026 11:30:51,1770204651217,8,04/02/2026 19:30:51,249847,7,questionnaire-524p,,52348786,BLINDED,15038212,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,31
10,1770204651217,04/02/2026 11:30:51,1770204651217,8,04/02/2026 19:30:51,249847,7,questionnaire-524p,,52348786,BLINDED,15038212,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,31
11,1770204651218,04/02/2026 11:30:51,1770204651218,8,04/02/2026 19:30:51,249847,7,questionnaire-524p,,52348786,BLINDED,15038212,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,31
12,1770204651218,04/02/2026 11:30:51,1770204651218,8,04/02/2026 19:30:51,249847,7,questionnaire-524p,,52348786,BLINDED,15038212,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,31
13,1770204651218,04/02/2026 11:30:51,1770204651218,8,04/02/2026 19:30:51,249847,7,questionnaire-524p,,52348786,BLINDED,15038212,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,9494,,,,,,
1,1770204513332,04/02/2026 11:28:33,1770204513332,8,04/02/2026 19:28:33,249847,7,questionnaire-524p,,52348660,BLINDED,15038214,,complete,,,mobile,undefined undefined,Android 16,Firefox 147.0,466x1016,466x877,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770204541932,04/02/2026 11:29:01,1770204541932,8,04/02/2026 19:29:01,249847,7,questionnaire-524p,,52348660,BLINDED,15038214,,complete,,,mobile,undefined undefined,Android 16,Firefox 147.0,466x1016,466x877,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,33,,,,Age,1,object-2,No,33
9,1770204541932,04/02/2026 11:29:01,1770204541932,8,04/02/2026 19:29:01,249847,7,questionnaire-524p,,52348660,BLINDED,15038214,,complete,,,mobile,undefined undefined,Android 16,Firefox 147.0,466x1016,466x877,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,33
10,1770204541932,04/02/2026 11:29:01,1770204541932,8,04/02/2026 19:29:01,249847,7,questionnaire-524p,,52348660,BLINDED,15038214,,complete,,,mobile,undefined undefined,Android 16,Firefox 147.0,466x1016,466x877,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,33
11,1770204541932,04/02/2026 11:29:01,1770204541932,8,04/02/2026 19:29:01,249847,7,questionnaire-524p,,52348660,BLINDED,15038214,,complete,,,mobile,undefined undefined,Android 16,Firefox 147.0,466x1016,466x877,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,33
12,1770204541932,04/02/2026 11:29:01,1770204541932,8,04/02/2026 19:29:01,249847,7,questionnaire-524p,,52348660,BLINDED,15038214,,complete,,,mobile,undefined undefined,Android 16,Firefox 147.0,466x1016,466x877,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,33
13,1770204541932,04/02/2026 11:29:01,1770204541932,8,04/02/2026 19:29:01,249847,7,questionnaire-524p,,52348660,BLINDED,15038214,,complete,,,mobile,undefined undefined,Android 16,Firefox 147.0,466x1016,466x877,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,28551,,,,,,
1,1770209149972,04/02/2026 12:45:49,1770209149972,8,04/02/2026 20:45:49,249847,7,questionnaire-524p,,52351598,BLINDED,15039106,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.1,402x874,402x714,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770209168649,04/02/2026 12:46:08,1770209168649,8,04/02/2026 20:46:08,249847,7,questionnaire-524p,,52351598,BLINDED,15039106,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.1,402x874,402x714,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,61,,,,Age,1,object-2,No,61
9,1770209168649,04/02/2026 12:46:08,1770209168649,8,04/02/2026 20:46:08,249847,7,questionnaire-524p,,52351598,BLINDED,15039106,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.1,402x874,402x714,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,61
10,1770209168649,04/02/2026 12:46:08,1770209168649,8,04/02/2026 20:46:08,249847,7,questionnaire-524p,,52351598,BLINDED,15039106,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.1,402x874,402x714,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,61
11,1770209168650,04/02/2026 12:46:08,1770209168650,8,04/02/2026 20:46:08,249847,7,questionnaire-524p,,52351598,BLINDED,15039106,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.1,402x874,402x714,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,61
12,1770209168650,04/02/2026 12:46:08,1770209168650,8,04/02/2026 20:46:08,249847,7,questionnaire-524p,,52351598,BLINDED,15039106,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.1,402x874,402x714,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,61
13,1770209168651,04/02/2026 12:46:08,1770209168651,8,04/02/2026 20:46:08,249847,7,questionnaire-524p,,52351598,BLINDED,15039106,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.1,402x874,402x714,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,18652,,,,,,
1,1770209689003,04/02/2026 12:54:49,1770209689003,8,04/02/2026 20:54:49,249847,7,questionnaire-524p,,52351891,BLINDED,15039182,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,393x852,393x659,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770209698591,04/02/2026 12:54:58,1770209698591,8,04/02/2026 20:54:58,249847,7,questionnaire-524p,,52351891,BLINDED,15039182,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,393x852,393x659,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,47,,,,Age,1,object-2,No,47
9,1770209698591,04/02/2026 12:54:58,1770209698591,8,04/02/2026 20:54:58,249847,7,questionnaire-524p,,52351891,BLINDED,15039182,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,393x852,393x659,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,47
10,1770209698591,04/02/2026 12:54:58,1770209698591,8,04/02/2026 20:54:58,249847,7,questionnaire-524p,,52351891,BLINDED,15039182,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,393x852,393x659,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,47
11,1770209698591,04/02/2026 12:54:58,1770209698591,8,04/02/2026 20:54:58,249847,7,questionnaire-524p,,52351891,BLINDED,15039182,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,393x852,393x659,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,47
12,1770209698591,04/02/2026 12:54:58,1770209698591,8,04/02/2026 20:54:58,249847,7,questionnaire-524p,,52351891,BLINDED,15039182,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,393x852,393x659,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,47
13,1770209698591,04/02/2026 12:54:58,1770209698591,8,04/02/2026 20:54:58,249847,7,questionnaire-524p,,52351891,BLINDED,15039182,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Mobile Safari 18.6,393x852,393x659,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,9564,,,,,,
1,1770210825921,04/02/2026 13:13:45,1770210825921,8,04/02/2026 21:13:45,249847,7,questionnaire-524p,,52352601,BLINDED,15039336,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,358x790,357x657,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770210859745,04/02/2026 13:14:19,1770210859745,8,04/02/2026 21:14:19,249847,7,questionnaire-524p,,52352601,BLINDED,15039336,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,358x790,357x657,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,58,,,,Age,1,object-2,No,58
9,1770210859746,04/02/2026 13:14:19,1770210859746,8,04/02/2026 21:14:19,249847,7,questionnaire-524p,,52352601,BLINDED,15039336,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,358x790,357x657,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,58
10,1770210859746,04/02/2026 13:14:19,1770210859746,8,04/02/2026 21:14:19,249847,7,questionnaire-524p,,52352601,BLINDED,15039336,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,358x790,357x657,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,58
